"Author" "Bar" "Ctrl" "Goal" "V5" "V6" "V7" "V8"
1.7034909538181 -0.774185728361782 0.697389410907103 -0.344561954068062 -1.0736044313547 0.905408822149281 0.178678885050989 0.758582159243777
-1.0354615178971 -0.486313264535675 0.561915565037335 -0.919616549103363 0.138868073071718 -1.68173386002913 -0.315525422570629 -2.07189295368216
1.3281220994947 -0.297538837670785 3.29491374698613 1.94425676418767 1.04344974934914 4.74086253189083 3.06743888869887 3.54386489105514
-0.594287109320319 -1.57681557595073 0.138983533518094 -1.12587034551798 -0.0461789813630318 -0.830681847058151 -0.641243825609507 0.0469168886239746
1.61128458256541 2.67334258776527 1.09161015351173 1.35126479413257 3.00616817825988 1.92142745549988 4.90715706718783 2.35091996790403
-1.11267382793707 -0.790523252843004 0.815223109197401 -0.242986251908211 -0.959714314288086 -0.389296689735099 -0.282665779897734 0.515427876298886
-1.46018297939188 1.0601662352686 1.0102296236205 -0.349826940934379 1.12022331651495 -0.621078230144518 3.05788929669618 0.762262430243439
0.732155977965378 -0.580294474968375 0.591629993599502 0.838675904793588 0.155178625154463 1.44715450148511 -1.44018846054508 0.585521025951582
-1.61033943213412 0.365158903809758 -1.31731016880973 -1.08511721168608 0.760701795900297 0.262651897472785 0.177569291386131 -3.47274182491671
0.332067362349637 1.15106509769563 0.0409509608941629 0.0912973159531346 1.60865981102886 -0.0764237509153639 1.24168668277443 0.417067597434066
0.760856156378176 0.622066091776913 2.02206185666379 -0.195848910907812 3.98237460948789 1.42538717813698 3.35967764718054 0.840260684482656
-1.85366954887379 -0.785045543774212 -2.14859234313634 -0.0681823128463276 -2.53555682629938 -2.71296796679901 -2.61933344810861 -2.70052664591984
0.79115156925642 -1.51355881596068 -0.0178636077513395 -0.0450666744408804 -0.462030866915531 1.17108622510739 -1.55722694106063 -0.649582956032023
-1.28174039266069 -0.598570398560092 0.883474852792848 -1.79968743523063 1.00124419655485 -1.76864672261943 1.61647731948862 1.09630742039573
-0.779877338397242 -0.111025264394493 -0.345321158211717 0.173047248224254 -2.75179171616003 0.0893924127020383 -1.70726799615497 0.106921791195799
1.43834227829574 -0.756072712471111 -0.273487782638809 1.34162879803591 -0.178255303419198 3.14382189357655 -1.71720107023943 3.04448795307574
-0.234829542939382 0.377760178596178 -1.98119868727942 0.0528740737122992 0.57539233435338 0.338191753134519 0.529167811292608 0.648104070862305
0.612197141103538 -0.114042339660347 -1.57138856392153 0.154338981953084 -0.517176983683389 0.569642163194543 -0.907790962999157 1.09035358251231
-1.4584706331035 -0.618964605798388 1.6608543087309 0.499825769998614 0.975358344879907 0.734749801922957 3.25016908526796 0.103460411748951
0.24276906789147 -0.586637908931526 0.0563654591873477 -0.0103489284335721 -0.37922336042189 -0.515104125032018 -2.4177032477229 -1.71732728191936
