"Author" "Bar" "Ctrl" "Goal" "V5" "V6" "V7" "V8"
-0.51766430731807 1.01029108037764 -0.601706842120643 1.4082847384425 1.69355145360977 0.161465582628207 -0.461554615985451 1.70628904236274
0.18085405050905 2.82987461845727 -0.00776157168576235 1.15777688400565 -1.6235194124495 -1.49180736191841 0.0404987058070258 -2.69926463108758
0.353790814845567 -0.331507957896093 -1.26406032802922 -1.46825493683711 -0.712726933817073 1.54412696608965 -0.137750013292497 -1.37375130951676
0.50356873403573 1.09770204633598 -0.543882170045042 1.31355339084139 0.60205681116091 0.926977812065006 -1.27535423524502 0.599852656792441
0.70053299120946 1.11683196650166 -1.69758319295546 1.07557078009527 -0.124149770915205 0.305000610385283 0.227121018068702 0.715532928210489
-0.70484214365487 0.731169017942031 -0.113730516100299 0.249991082220883 0.825524254812618 1.49937394588186 0.0721112497583509 1.45646196764039
-1.47249516956712 -0.303222083871076 -0.887162297941445 -0.277861333278414 0.153213362223406 -0.470113233343502 0.846921467914258 -0.432108571429792
-1.26955430294929 -0.16091150134813 0.527335073329368 -0.509645391672206 0.0218553674516158 -1.48401850111139 -0.255280551027553 -0.100781702909996
0.66893498457408 2.03131020694955 0.967185509503734 0.329444638648277 -1.78810235118301 0.819761424586 -0.619851322021931 -0.797931583117004
-0.502591240945931 0.416992227690258 -0.737852671160889 -0.933528135300693 -1.51030316033241 0.0699497576729036 0.840288072632163 -0.970100830459575
-0.922923051925102 -0.389759085990932 0.0525442544110307 -0.992784381603324 0.183925274248588 -0.173730507748129 0.102523340166731 -1.48085609522114
-0.240710046599473 1.01494897825941 -1.02332989660994 -1.27047597055697 -0.122016126742553 -2.17810861999203 -0.444365360493382 -0.954386513904178
-0.84978952354226 0.0740075523251537 -0.0371888012797979 -2.16185967735862 0.157784697103143 -2.79252129963313 0.379082586355699 1.99002961447558
0.0202907657853579 0.600645055373869 0.012353610210996 1.37346157421749 -0.744090707561121 1.3109326797383 -0.521406610440145 -0.935520480404263
0.189802421860016 0.734973390660509 0.263822995329215 -0.830700729656508 -0.795278306160569 0.262878637130091 -0.551216432428335 -0.888675662166411
-0.48941626898291 0.186938430671943 -0.356170989840889 1.59421456146328 2.21344832898459 -0.654104680528362 0.569991518166093 0.841375604966573
0.354855603252857 -0.0534218206814642 -0.910312407327981 -1.05093932979946 0.376561291094097 -0.210712234133768 0.0228216185633435 -0.236768798832869
0.927601730942118 0.740250255427223 0.423570200189313 0.827254398888299 1.15321297749199 0.630829722834047 1.00349570965368 2.83258644863239
0.12777565618149 0.975712206545811 -0.330530898567166 1.56227115338741 -0.203861125026558 -0.76570547563512 -1.19590550140421 0.412579868628396
-0.670524991270412 0.691256568644993 0.587545101490051 0.96293423865557 -0.745717737114599 -0.0471244995355274 0.128004547530578 -1.48025478236279
-0.592216592842404 1.6066257113769 0.717819176614397 -1.01082608111908 -0.117343978825146 0.29678587915301 -0.128179796615497 0.53732706522677
0.0446686472044111 -0.731574774102467 1.36799691466894 0.386509967905681 -0.50486324756673 -1.47349279916689 1.33037404291201 -0.971394308625133
